Epoch 1, Average Loss: 6.761272
Epoch 2, Average Loss: 6.258693
Epoch 3, Average Loss: 6.026491
Epoch 4, Average Loss: 5.949114
Epoch 5, Average Loss: 5.749893
Epoch 6, Average Loss: 5.591223
Epoch 7, Average Loss: 5.479413
Epoch 8, Average Loss: 5.510293
Epoch 9, Average Loss: 5.502573
Epoch 10, Average Loss: 5.443072
