Epoch 1, Average Loss: 10.246912
Epoch 2, Average Loss: 9.625516
Epoch 3, Average Loss: 8.869141
Epoch 4, Average Loss: 8.132631
Epoch 5, Average Loss: 7.640977
Epoch 6, Average Loss: 7.095243
Epoch 7, Average Loss: 6.842479
Epoch 8, Average Loss: 6.339645
Epoch 9, Average Loss: 5.694339
Epoch 10, Average Loss: 4.598882
