Epoch 1, Average Loss: 4.489529
Epoch 2, Average Loss: 4.196918
Epoch 3, Average Loss: 3.766415
Epoch 4, Average Loss: 3.410294
Epoch 5, Average Loss: 3.188213
Epoch 6, Average Loss: 2.576434
Epoch 7, Average Loss: 1.867244
Epoch 8, Average Loss: 1.447669
Epoch 9, Average Loss: 1.104800
Epoch 10, Average Loss: 0.721574
